Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
6.750,2414.42,-71.99,0.219728,10.00,757.608093,4332.64,0.000107,5970.00
6.800,1852.61,-72.14,0.363429,5.00,1302.094238,3894.26,0.000034,3965.00
6.850,2025.92,-71.84,0.276042,0.00,973.805603,4056.48,0.000063,4585.00
6.900,1999.56,-71.94,0.295200,0.00,671.027527,4048.20,0.000057,4575.00
6.950,2308.00,-71.87,0.197061,0.00,765.452332,4245.80,0.000119,5510.00
7.000,2741.83,-71.77,0.117664,0.00,738.656494,4486.00,0.000363,6870.00
7.050,2305.83,-71.68,0.208647,0.00,857.644836,4217.73,0.000115,5415.00
7.100,1895.58,-71.88,0.324893,5.00,930.461304,3928.46,0.000052,4070.00
7.150,1846.71,-71.89,0.333461,5.00,707.821350,3891.86,0.000052,3935.00
7.200,2059.72,-71.87,0.294812,0.00,1630.927246,4054.70,0.000046,4725.00
7.250,2149.92,-71.85,0.276953,0.00,420.999451,4110.18,0.000051,4935.00
7.300,2311.70,-71.88,0.217167,0.00,932.041504,4228.56,0.000095,5560.00
7.350,2483.25,-71.88,0.171541,0.00,825.292480,4349.63,0.000172,6160.00
7.400,2567.19,-71.79,0.142311,5.00,548.923157,4397.74,0.000277,6350.00
7.450,2709.72,-71.79,0.136130,5.00,353.984131,4495.62,0.000296,6700.00
7.500,2020.13,-71.91,0.301141,0.00,1425.134399,4051.06,0.000050,4485.00
7.550,2075.04,-72.10,0.276732,0.00,408.615417,4091.13,0.000055,4705.00
7.600,2547.88,-72.07,0.168731,20.00,1457.621094,4403.86,0.000194,6360.00
7.650,2254.06,-71.91,0.211052,0.00,693.107239,4217.74,0.000114,5485.00
7.700,2104.75,-71.93,0.249487,0.00,868.869324,4113.46,0.000069,4885.00
7.750,1981.34,-71.83,0.286049,0.00,667.546814,4015.84,0.000059,4475.00
7.800,2317.50,-71.82,0.223899,5.00,1335.187256,4247.44,0.000124,5540.00
7.850,2361.25,-71.85,0.173416,0.00,938.673096,4261.36,0.000165,5705.00
7.900,2383.08,-71.79,0.189425,10.00,623.525452,4281.78,0.000169,5835.00
7.950,2070.55,-71.77,0.300988,5.00,1039.374878,4065.47,0.000062,4800.00
8.000,2198.78,-71.82,0.249237,5.00,504.122406,4185.05,0.000084,5125.00
8.050,2740.55,-71.84,0.117386,20.00,1347.035400,4487.66,0.000445,6880.00
8.100,2749.48,-72.01,0.118639,15.00,481.187378,4494.78,0.000416,6920.00
8.150,2603.41,-71.96,0.163197,15.00,547.700562,4469.58,0.000215,6555.00
8.200,2354.80,-71.80,0.188771,10.00,543.771179,4275.32,0.000171,5745.00
8.250,2307.54,-71.86,0.207894,0.00,1010.749573,4249.18,0.000104,5615.00
8.300,2267.21,-71.77,0.232445,0.00,534.320740,4228.91,0.000077,5415.00
8.350,2106.79,-71.81,0.283205,0.00,501.364044,4123.49,0.000051,4875.00
8.400,1921.91,-71.92,0.319536,0.00,527.352356,3980.39,0.000041,4195.00
8.450,2306.88,-71.85,0.206087,0.00,934.039368,4253.52,0.000101,5585.00
8.500,2665.86,-71.91,0.129112,0.00,887.530579,4484.76,0.000297,6755.00
8.550,2296.41,-71.82,0.219414,15.00,837.116455,4198.03,0.000123,5495.00
8.600,2066.20,-71.80,0.311085,5.00,846.229492,4058.16,0.000060,4815.00
8.650,2102.69,-71.84,0.304480,0.00,1439.926025,4101.26,0.000047,4925.00
8.700,2268.71,-71.73,0.229683,5.00,1030.235107,4207.08,0.000101,5415.00
8.750,2212.35,-71.82,0.222880,5.00,483.232422,4167.25,0.000110,5230.00
8.800,2317.12,-71.79,0.203779,0.00,384.254059,4243.03,0.000119,5530.00
8.850,2524.46,-71.72,0.130651,10.00,991.423950,4349.81,0.000352,6250.00
8.900,2555.11,-71.68,0.149224,15.00,441.886597,4374.31,0.000281,6345.00
8.950,2507.32,-71.78,0.161820,20.00,678.567261,4364.16,0.000214,6245.00
