Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
7.500,9376.41,-23.88,0.304820,10555.00,957.075989,5341.00,0.028194,15810.00
7.550,9537.29,-23.76,0.306289,18470.00,947.433716,5375.61,0.028965,16005.00
7.600,9596.57,-23.84,0.306259,17830.00,947.145874,5370.80,0.028059,16075.00
7.650,9572.67,-23.73,0.306121,16240.00,962.802856,5407.63,0.028936,16040.00
7.700,9585.42,-23.67,0.307574,14910.00,973.807922,5408.69,0.028662,15950.00
7.750,9620.96,-23.48,0.310200,7805.00,970.288208,5442.87,0.029803,16175.00
7.800,9602.27,-23.53,0.307495,15315.00,962.561340,5412.91,0.029503,16080.00
7.850,9526.70,-23.76,0.303917,14485.00,975.964600,5380.62,0.028446,16050.00
7.900,9603.87,-23.73,0.307736,12530.00,970.642029,5372.41,0.028170,16115.00
7.950,9674.37,-23.66,0.307255,12550.00,946.775146,5371.68,0.028676,16120.00
8.000,9521.93,-23.77,0.302923,16275.00,961.663330,5419.45,0.028940,16070.00
8.050,9524.36,-23.95,0.303851,7085.00,961.962402,5369.46,0.027263,15985.00
8.100,9632.89,-23.80,0.307000,16045.00,941.911072,5371.67,0.027689,16070.00
8.150,9490.65,-23.88,0.303478,15925.00,956.862244,5400.28,0.027957,16025.00
8.200,9566.09,-23.79,0.304852,10300.00,971.173218,5389.84,0.028446,16045.00
8.250,9671.68,-23.72,0.305656,10520.00,954.691895,5366.37,0.028324,16085.00
8.300,9617.80,-23.76,0.305355,10810.00,958.620544,5414.01,0.028693,16045.00
8.350,9556.16,-23.73,0.307250,12595.00,966.976196,5406.21,0.028513,16040.00
8.400,9653.28,-23.73,0.308101,16275.00,970.715027,5357.46,0.028489,16070.00
8.450,9663.16,-23.81,0.305291,11395.00,973.132690,5391.49,0.028159,16135.00
8.500,9526.03,-23.87,0.302562,12070.00,962.072388,5356.56,0.028294,15915.00
8.550,9538.78,-23.81,0.304281,5845.00,978.936523,5388.82,0.028530,15990.00
8.600,9640.23,-23.69,0.309718,16585.00,963.401794,5428.68,0.028444,16120.00
8.650,9580.82,-23.88,0.303974,16525.00,969.106140,5386.89,0.027687,16005.00
8.700,9561.99,-23.94,0.299396,8470.00,964.058838,5394.93,0.029093,15985.00
